PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,sample
-1.0773319289021284,1.0542392450233056,-0.9264675188784997,-0.29618176784763856,-0.576115912277393,0.8016526740996065,-1.14659453958264,-1.9742468396918982,0.29050004274197644,2.977886251183565,QP0172-C
-1.2173402330903242,1.1660451111408654,-0.17344660981981452,-1.1131094136508775,-2.351565901736656,-0.29534018241123217,0.25532167197962835,1.0046085532093172,1.1483776014576088,1.442239955641799,QP0035-C
-2.116180101701021,1.0844181246609368,0.021013729789084286,-1.671442142294466,1.0809358706840142,-1.4001137603519274,0.5525020086318672,-1.5840150755537816,0.16662055234797404,0.33598980737879797,QP0254-C
-2.5179825569557504,1.5251930353029637,0.5939766745442194,-2.1104368170258723,0.7219034224719925,-0.4746928890424075,-0.18277461347736376,0.48009638942699984,0.16892874236656932,-0.5847038135073921,QP0178-C
-2.438784640859764,0.9858590746222479,-0.6173311880256588,-0.8184123937733288,-0.5199478922748404,-0.786197562384569,0.8929910911546625,-0.29009449568498397,2.5364443101884455,1.2412953507379905,QP0158-C
-1.1847653857990752,2.014608505601663,0.5480865310601655,-0.7755130276060148,0.058464601603940985,-0.1675305678282721,-0.9436294229538078,-0.22686041499102944,0.8255523448821962,0.09893138162680364,QP0111-C
-2.0152680489836725,0.1946001881134868,-0.13678917876409036,0.578869348579139,-2.1343317208387678,-0.24621597911876092,0.928735812977307,0.14830091100643356,0.5953261064765475,-0.8512953264380979,QP0114-C
-1.941545261456126,1.7281252153525917,-0.3318638640742432,-0.4258288408256741,-2.667205184243766,0.16009664733184492,0.914996737054041,-0.05806884517818034,0.5188062584559151,0.3294438166086179,QP0130-C
-1.3752395937788269,1.5719134669870183,-2.1146923341535375,1.1313997618791378,-0.8666585483702446,-0.3200407193225472,0.9809800385030556,0.44700169066505957,0.9850643987520842,-0.17241608968290048,QP0246-C
-2.599722471052851,0.30513927530963864,-0.5074998683553856,-0.10028168115080843,-1.0622621917300559,-1.0624168047612768,0.9095846901498283,0.327143932348093,-0.37746646848019155,-2.4782837176812342,QP0112-C
