sampleID,Run,Lib_plate,Lib_plate_pos,Lib_condition,qPCR_Ct,qPCR_Quantity,Type,DNA_Plate_No,Micronix,RackID,Index_plate,Lib_pool
NA,NA,NA,NA,NA,NA,NA,NA,P8,4064905791,STP_P8,NA,NA
MH-02-AC_HAM15-000628,NS1,MH-02-AC,G07,"1A5 & 2, 15 cycles",24.07378769,10231.85461,NA,P8,4064905521,STP_P8,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000632,NS1,MH-02-AC,D05,"1A5 & 2, 15 cycles",26.54750061,1760.025544,NA,P8,4064905367,STP_P8,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000634,NS1,MH-03-AC,C06,"1A5 & 2, 20 cycles",28.44471169,456.2849993,NA,P8,4064905670,STP_P8,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000635,NS1,MH-02-AC,E05,"1A5 & 2, 15 cycles",25.43906212,1438.10248,NA,P8,4064905660,STP_P8,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000636,NS1,MH-03-AC,G04,"1A5 & 2, 20 cycles",31.39360237,31.98149175,NA,P8,4064905542,STP_P8,Dual-030,Pool_02_AC
MH-03-AC_HAM15-000637,NS1,MH-03-AC,D06,"1A5 & 2, 20 cycles",27.73346138,331.817275,NA,P8,4064906089,STP_P8,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000648,NS1,MH-02-AC,F05,"1A5 & 2, 15 cycles",25.09861374,1787.694081,NA,P8,4064905866,STP_P8,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000651,NS1,MH-02-AC,H05,"1A5 & 2, 15 cycles",23.6601944,4483.08373,NA,P8,4064905433,STP_P8,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000657,NS1,MH-02-AC,H07,"1A5 & 2, 15 cycles",22.06873322,12397.7427,NA,P8,4064905757,STP_P8,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000658,NS1,MH-03-AC,A02,"1A5 & 2, 20 cycles",28.13669777,568.0933758,NA,P8,4064905862,STP_P8,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000659,NS1,MH-02-AC,A06,"1A5 & 2, 15 cycles",25.147892,4764.648892,NA,P8,4064906016,STP_P8,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000660,NS1,MH-03-AC,B02,"1A5 & 2, 20 cycles",28.67768669,386.5818346,NA,P8,4064905806,STP_P8,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000661,NS1,MH-02-AC,A08,"1A5 & 2, 15 cycles",23.2255497,18710.25995,NA,P8,4064905813,STP_P8,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000662,NS1,MH-02-AC,B08,"1A5 & 2, 15 cycles",22.16983032,39657.18679,NA,P8,4064905658,STP_P8,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000668,NS1,MH-03-AC,C02,"1A5 & 2, 20 cycles",28.3313961,494.599152,NA,P8,4064905453,STP_P8,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000669,NS1,MH-02-AC,B06,"1A5 & 2, 15 cycles",23.07777214,6505.018535,NA,P8,4064905355,STP_P8,Dual-084,Pool_01_AC
NA,NA,NA,NA,NA,NA,NA,NA,P8,4064905951,STP_P8,NA,NA
MH-02-AC_HAM15-000673,NS1,MH-02-AC,C06,"1A5 & 2, 15 cycles",25.23623085,1637.166144,NA,P8,4064905802,STP_P8,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000680,NS1,MH-03-AC,H04,"1A5 & 2, 20 cycles",30.46725273,57.81486177,NA,P8,4064905997,STP_P8,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000682,NS1,MH-02-AC,D06,"1A5 & 2, 15 cycles",25.97678566,1019.825438,NA,P8,4064905669,STP_P8,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000683,NS1,MH-03-AC,C01,"1A5 & 2, 20 cycles",33.27104568,9.632712434,NA,P8,4064905755,STP_P8,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000686,NS1,MH-02-AC,E06,"1A5 & 2, 15 cycles",25.98490715,2626.476764,NA,P8,4064905971,STP_P8,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000688,NS1,MH-02-AC,C08,"1A5 & 2, 15 cycles",22.98254013,22242.08443,NA,P8,4064905710,STP_P8,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000689,NS1,MH-03-AC,D01,"1A5 & 2, 20 cycles",30.68707275,92.53242788,NA,P8,4064905777,STP_P8,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000690,NS1,MH-02-AC,D08,"1A5 & 2, 15 cycles",23.37023926,16879.80205,NA,P8,4064905972,STP_P8,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000691,NS1,MH-02-AC,E08,"1A5 & 2, 15 cycles",22.37041283,34382.47994,NA,P8,4064905568,STP_P8,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000692,NS1,MH-02-AC,G06,"1A5 & 2, 15 cycles",27.20996094,1098.507867,NA,P8,4064906017,STP_P8,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000693,NS1,MH-03-AC,D02,"1A5 & 2, 20 cycles",27.0464344,854.5003094,NA,P9,4064906247,STP_P9,Dual-030,Pool_02_AC
MH-03-AC_HAM15-000694,NS1,MH-03-AC,E01,"1A5 & 2, 20 cycles",32.04849243,26.82312086,NA,P9,4064905941,STP_P9,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000696,NS1,MH-02-AC,F08,"1A5 & 2, 15 cycles",19.71223259,234755.4513,NA,P9,4064905730,STP_P9,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000698,NS1,MH-03-AC,E02,"1A5 & 2, 20 cycles",30.07818222,259.2574762,NA,P9,4064905851,STP_P9,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000700,NS1,MH-02-AC,G08,"1A5 & 2, 15 cycles",23.55081558,18865.17769,NA,P9,4064905653,STP_P9,Dual-084,Pool_01_AC
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064905911,STP_P9,NA,NA
MH-02-AC_HAM15-000702,NS1,MH-02-AC,H06,"1A5 & 2, 15 cycles",27.44074059,1465.753093,NA,P9,4064905968,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000703,NS1,MH-02-AC,A07,"1A5 & 2, 15 cycles",25.73367882,4497.795838,NA,P9,4064905827,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000705,NS1,MH-02-AC,B07,"1A5 & 2, 15 cycles",25.40430069,5584.120255,NA,P9,4064906161,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000706,NS1,MH-02-AC,A09,"1A5 & 2, 15 cycles",24.21582985,12188.93486,NA,P9,4064905452,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000707,NS1,MH-02-AC,B09,"1A5 & 2, 15 cycles",23.90660667,14933.84313,NA,P9,4064906160,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000708,NS1,MH-02-AC,C09,"1A5 & 2, 15 cycles",23.98312569,14201.83809,NA,P9,4064906267,STP_P9,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000710,NS1,MH-03-AC,F02,"1A5 & 2, 20 cycles",29.10352707,205.8359061,NA,P9,4064905984,STP_P9,Dual-030,Pool_02_AC
MH-03-AC_HAM15-000711,NS1,MH-03-AC,G02,"1A5 & 2, 20 cycles",28.93501091,231.2933186,NA,P9,4064906131,STP_P9,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000712,NS1,MH-02-AC,B03,"1A5 & 2, 15 cycles",22.41796875,39701.33953,NA,P9,4064906002,STP_P9,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000713,NS1,MH-03-AC,F03,"1A5 & 2, 20 cycles",25.56877136,5012.328732,NA,P9,4064906011,STP_P9,Dual-030,Pool_02_AC
MH-03-AC_HAM15-000716,NS1,MH-03-AC,G03,"1A5 & 2, 20 cycles",24.94183922,7566.09474,NA,P9,4064906015,STP_P9,Dual-030,Pool_02_AC
MH-03-AC_HAM15-000717,NS1,MH-03-AC,H02,"1A5 & 2, 20 cycles",28.12850571,932.9878756,NA,P9,4064906030,STP_P9,Dual-030,Pool_02_AC
MH-03-AC_HAM15-000719,NS1,MH-03-AC,H03,"1A5 & 2, 20 cycles",27.72943306,1212.582698,NA,P9,4064906018,STP_P9,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000721,NS1,MH-02-AC,A01,"1A5 & 2, 15 cycles",25.04715538,7060.417254,NA,P9,4064905850,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000726,NS1,MH-02-AC,C03,"1A5 & 2, 15 cycles",22.16473389,46885.69285,NA,P9,4064905830,STP_P9,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000728,NS1,MH-03-AC,F01,"1A5 & 2, 20 cycles",38.15695953,1.286062847,NA,P9,4064905524,STP_P9,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000729,NS1,MH-02-AC,B01,"1A5 & 2, 15 cycles",26.55828094,2616.870305,NA,P9,4064905736,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000731,NS1,MH-02-AC,C01,"1A5 & 2, 15 cycles",27.9738121,1032.766898,NA,P9,4064905767,STP_P9,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000733,NS1,MH-03-AC,A03,"1A5 & 2, 20 cycles",28.88711166,239.0879124,NA,P9,4064905440,STP_P9,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000734,NS1,MH-02-AC,D03,"1A5 & 2, 15 cycles",22.13752174,25522.51014,NA,P9,4064905704,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000736,NS1,MH-02-AC,F03,"1A5 & 2, 15 cycles",24.27105141,11754.76148,NA,P9,4064905796,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000737,NS1,MH-02-AC,D01,"1A5 & 2, 15 cycles",26.82954597,2189.797325,NA,P9,4064906146,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000738,NS1,MH-02-AC,E01,"1A5 & 2, 15 cycles",27.89986801,1084.16365,NA,P9,4064905639,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000740,NS1,MH-02-AC,F01,"1A5 & 2, 15 cycles",25.97292328,3843.751644,NA,P9,4064905689,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000741,NS1,MH-02-AC,G03,"1A5 & 2, 15 cycles",24.44845581,10461.86862,NA,P9,4064905883,STP_P9,Dual-084,Pool_01_AC
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064905924,STP_P9,NA,NA
MH-03-AC_HAM15-000750,NS1,MH-03-AC,G01,"1A5 & 2, 20 cycles",39.661129,0.47884863,NA,P9,4064905895,STP_P9,Dual-030,Pool_02_AC
MH-03-AC_HAM15-000751,NS1,MH-03-AC,B03,"1A5 & 2, 20 cycles",28.90194893,561.3730054,NA,P9,4064905812,STP_P9,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000752,NS1,MH-02-AC,H01,"1A5 & 2, 15 cycles",26.14858246,3424.905431,NA,P9,4064906127,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000753,NS1,MH-02-AC,A02,"1A5 & 2, 15 cycles",26.68881226,2401.862696,NA,P9,4064906014,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000754,NS1,MH-02-AC,B02,"1A5 & 2, 15 cycles",25.35840416,2747.85506,NA,P9,4064906278,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000755,NS1,MH-02-AC,C02,"1A5 & 2, 15 cycles",24.89112091,3796.822808,NA,P9,4064905927,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000757,NS1,MH-02-AC,D02,"1A5 & 2, 15 cycles",25.14270782,6630.924118,NA,P9,4064906156,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000758,NS1,MH-02-AC,H03,"1A5 & 2, 15 cycles",22.4087925,39941.3449,NA,P9,4064906077,STP_P9,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000759,NS1,MH-03-AC,C03,"1A5 & 2, 20 cycles",29.4209137,399.2242944,NA,P9,4064905695,STP_P9,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000760,NS1,MH-02-AC,E02,"1A5 & 2, 15 cycles",27.47031784,1437.553165,NA,P9,4064905465,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000762,NS1,MH-02-AC,F02,"1A5 & 2, 15 cycles",25.11820602,6738.49934,NA,P9,4064906168,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000765,NS1,MH-02-AC,A04,"1A5 & 2, 15 cycles",22.36701775,41052.43486,NA,P9,4064905601,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000769,NS1,MH-02-AC,B04,"1A5 & 2, 15 cycles",22.20870209,45551.05295,NA,P9,4064905731,STP_P9,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000770,NS1,MH-03-AC,H01,"1A5 & 2, 20 cycles",31.67548561,90.80315075,NA,P9,4064906174,STP_P9,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000771,NS1,MH-02-AC,C04,"1A5 & 2, 15 cycles",23.22139931,23422.15258,NA,P9,4064906099,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000774,NS1,MH-02-AC,G02,"1A5 & 2, 15 cycles",27.32157898,1585.081642,NA,P9,4064905707,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000775,NS1,MH-02-AC,D04,"1A5 & 2, 15 cycles",23.22802544,12000.75606,NA,P9,4064905554,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000776,NS1,MH-02-AC,E04,"1A5 & 2, 15 cycles",22.59509277,18595.82981,NA,P9,4064905474,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000777,NS1,MH-02-AC,H02,"1A5 & 2, 15 cycles",25.9507122,3900.237216,NA,P9,4064906135,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000778,NS1,MH-02-AC,F04,"1A5 & 2, 15 cycles",20.12193489,179369.3411,NA,P9,4064906027,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000780,NS1,MH-02-AC,A03,"1A5 & 2, 15 cycles",27.30137062,1606.260816,NA,P9,4064906040,STP_P9,Dual-084,Pool_01_AC
MH-03-AC_HAM15-000781,NS1,MH-03-AC,E03,"1A5 & 2, 20 cycles",28.26495552,853.0092224,NA,P9,4064906042,STP_P9,Dual-030,Pool_02_AC
MH-02-AC_HAM15-000782,NS1,MH-02-AC,G04,"1A5 & 2, 15 cycles",23.94182014,14592.4076,NA,P9,4064905873,STP_P9,Dual-084,Pool_01_AC
MH-02-AC_HAM15-000784,NS1,MH-02-AC,H04,"1A5 & 2, 15 cycles",21.89076233,56129.43267,NA,P9,4064906108,STP_P9,Dual-084,Pool_01_AC
MH-06-AC_HT01032013-9,NS2,MH-06-AC,D09,"1A5 & 2, 15 cycles",24.96479416,5448.785968,NA,P5,4064905591,STP_P5,Dual-023,Pool_05_AC
MH-06-AC_HT01052013-1,NS2,MH-06-AC,E05,"1A5 & 2, 15 cycles",25.97840309,2838.918624,NA,P5,4064905434,STP_P5,Dual-023,Pool_05_AC
MH-12-AC_HT01062010-1,NS2,MH-12-AC,D07,"1A5 & 2, 15 cycles",23.77394485,11739.49501,NA,P1,4064906221,STP_P1,Dual-032,Pool_07_AC
MH-11-AC_HT01062010-3,NS2,MH-11-AC,H02,"1A5 & 2, 20 cycles",29.49293709,324.7847491,NA,P1,4064905560,STP_P1,Dual-034,Pool_07_AC
MH-09-AC_HT01062012-10,NS2,MH-09-AC,H06,"1A5 & 2, 15 cycles",24.16560173,11390.58319,NA,P3,4064905328,STP_P3,Dual-025,Pool_06_AC
MH-09-AC_HT01062012-2,NS2,MH-09-AC,C06,"1A5 & 2, 15 cycles",24.39974022,9787.61342,NA,P3,4064905450,STP_P3,Dual-025,Pool_06_AC
MH-06-AC_HT01062013-18,NS2,MH-06-AC,G04,"1A5 & 2, 15 cycles",26.37845993,2194.82036,NA,P5,4064905587,STP_P5,Dual-023,Pool_05_AC
MH-05-AC_HT01062013-7,NS2,MH-05-AC,C01,"1A5 & 2, 20 cycles",40.58214569,0.23641081,NA,P5,4064906097,STP_P5,Dual-022,Pool_04_AC
NA,NA,NA,NA,NA,NA,NA,NA,P1,4064905686,STP_P1,NA,NA
MH-09-AC_HT01072011-6,NS2,MH-09-AC,B10,"1A5 & 2, 15 cycles",21.85707474,50815.20897,NA,P3,4064905545,STP_P3,Dual-025,Pool_06_AC
MH-09-AC_HT01072011-7,NS2,MH-09-AC,E07,"1A5 & 2, 15 cycles",23.89775276,13548.73453,NA,P3,4064906206,STP_P3,Dual-025,Pool_06_AC
MH-08-AC_HT01072012-11,NS2,MH-08-AC,E01,"1A5 & 2, 15 cycles",26.01208878,1913.755452,NA,P4,4064905357,STP_P4,Dual-024,Pool_06_AC
MH-06-AC_HT01072013-8,NS2,MH-06-AC,C03,"1A5 & 2, 15 cycles",26.9001255,1569.185183,NA,P5,4064905859,STP_P5,Dual-023,Pool_05_AC
MH-08-AC_HT01082012-3,NS2,MH-08-AC,C06,"1A5 & 2, 15 cycles",23.26348495,11709.82447,NA,P4,4064905969,STP_P4,Dual-024,Pool_06_AC
MH-06-AC_HT01082013-2,NS2,MH-06-AC,G07,"1A5 & 2, 15 cycles",25.1366787,4240.564788,NA,P6,4064906228,STP_P6,Dual-023,Pool_05_AC
MH-09-AC_HT01122011-13,NS2,MH-09-AC,A09,"1A5 & 2, 15 cycles",22.90193176,25825.49651,NA,P3,4064905690,STP_P3,Dual-025,Pool_06_AC
MH-08-AC_HT01122012-6,NS2,MH-08-AC,C04,"1A5 & 2, 15 cycles",24.5181675,5122.17091,NA,P4,4064905818,STP_P4,Dual-024,Pool_06_AC
MH-06-AC_HT01122013-1,NS2,MH-06-AC,E07,"1A5 & 2, 15 cycles",25.11417198,4185.717941,NA,P6,4064905496,STP_P6,Dual-023,Pool_05_AC
MH-06-AC_HT01122013-2,NS2,MH-06-AC,B09,"1A5 & 2, 15 cycles",24.72891998,5324.225144,NA,P6,4064906087,STP_P6,Dual-023,Pool_05_AC
MH-09-AC_HT02042012-4,NS2,MH-09-AC,D09,"1A5 & 2, 15 cycles",22.29174042,38345.21083,NA,P3,4064905737,STP_P3,Dual-025,Pool_06_AC
MH-09-AC_HT02052012-4,NS2,MH-09-AC,C05,"1A5 & 2, 15 cycles",24.95583153,6827.065715,NA,P3,4064906165,STP_P3,Dual-025,Pool_06_AC
MH-12-AC_HT02062010-5,NS2,MH-12-AC,E10,"1A5 & 2, 15 cycles",22.58836365,24696.94648,NA,P1,4064905793,STP_P1,Dual-032,Pool_07_AC
MH-13-AC_HT02062011-1,NS2,MH-13-AC,F07,"1A5 & 2, 20 cycles",28.24253845,812.0808421,NA,P3,4064905352,STP_P3,Dual-031,Pool_08_AC
MH-09-AC_HT02062011-14,NS2,MH-09-AC,G03,"1A5 & 2, 15 cycles",25.6653595,4311.473262,NA,P3,4064905684,STP_P3,Dual-025,Pool_06_AC
MH-09-AC_HT02062011-8,NS2,MH-09-AC,B06,"1A5 & 2, 15 cycles",24.44954872,9476.858598,NA,P3,4064905906,STP_P3,Dual-025,Pool_06_AC
MH-09-AC_HT02062012-10,NS2,MH-09-AC,E05,"1A5 & 2, 15 cycles",24.0517292,7314.777165,NA,P3,4064905963,STP_P3,Dual-025,Pool_06_AC
MH-09-AC_HT02062012-25,NS2,MH-09-AC,C04,"1A5 & 2, 15 cycles",24.67344856,4902.91054,NA,P3,4064906205,STP_P3,Dual-025,Pool_06_AC
MH-05-AC_HT02062013-7,NS2,MH-05-AC,A08,"1A5 & 2, 20 cycles",28.24087524,662.4333281,NA,P5,4064906117,STP_P5,Dual-022,Pool_04_AC
MH-11-AC_HT02072010-1,NS2,MH-11-AC,C02,"1A5 & 2, 20 cycles",31.81004715,75.91606555,NA,P1,4064905529,STP_P1,Dual-034,Pool_07_AC
MH-05-AC_HT02072013-14,NS2,MH-05-AC,G01,"1A5 & 2, 20 cycles",37.99074554,1.251879596,NA,P5,4064905324,STP_P5,Dual-022,Pool_04_AC
MH-06-AC_HT02072013-8,NS2,MH-06-AC,F09,"1A5 & 2, 15 cycles",24.9312439,5567.649075,NA,P5,4064906057,STP_P5,Dual-023,Pool_05_AC
NA,NA,NA,NA,NA,NA,NA,NA,P5,4064905991,STP_P5,NA,NA
MH-08-AC_HT02082012-1,NS2,MH-08-AC,H10,"1A5 & 2, 15 cycles",20.85644341,57208.1002,NA,P4,4064906035,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT02082012-2,NS2,MH-08-AC,E05,"1A5 & 2, 15 cycles",23.83285522,8046.255351,NA,P4,4064905903,STP_P4,Dual-024,Pool_06_AC
MH-07-AC_HT02082013-2,NS2,MH-07-AC,E01,"1A5 & 2, 15 cycles",24.26778603,7101.061192,NA,P6,4064905428,STP_P6,Dual-027,Pool_05_AC
NA,NA,NA,NA,NA,40.55289459,0.1318974,NA,P4,4064906058,STP_P4,NA,NA
MH-07-AC_HT02092013-1,NS2,MH-07-AC,F05,"1A5 & 2, 15 cycles",22.64476204,20200.73309,NA,P6,4064905507,STP_P6,Dual-027,Pool_05_AC
MH-06-AC_HT02102013-3,NS2,MH-06-AC,G06,"1A5 & 2, 15 cycles",25.29146385,3747.016388,NA,P6,4064906010,STP_P6,Dual-023,Pool_05_AC
MH-12-AC_HT02112010-1,NS2,MH-12-AC,A11,"1A5 & 2, 15 cycles",22.48972511,26273.37425,NA,P1,4064906064,STP_P1,Dual-032,Pool_07_AC
MH-12-AC_HT02112010-2,NS2,MH-12-AC,A09,"1A5 & 2, 15 cycles",23.33624458,15448.78396,NA,P1,4064906082,STP_P1,Dual-032,Pool_07_AC
MH-05-AC_HT02112013-1,NS2,MH-05-AC,C04,"1A5 & 2, 20 cycles",29.79743958,228.7868044,NA,P6,4064905788,STP_P6,Dual-022,Pool_04_AC
NA,NA,NA,NA,NA,NA,NA,NA,P6,4064905461,STP_P6,NA,NA
MH-13-AC_HT02122010-1,NS2,MH-13-AC,G03,"1A5 & 2, 20 cycles",30.91892052,144.1500676,NA,P2,4064905418,STP_P2,Dual-031,Pool_08_AC
MH-07-AC_HT02122013-1,NS2,MH-07-AC,C03,"1A5 & 2, 15 cycles",23.65382576,10736.0434,NA,P6,4064905988,STP_P6,Dual-027,Pool_05_AC
MH-07-AC_HT02122013-2,NS2,MH-07-AC,E04,"1A5 & 2, 15 cycles",23.32201004,13216.5181,NA,P6,4064905404,STP_P6,Dual-027,Pool_05_AC
MH-13-AC_HT03012011-3,NS2,MH-13-AC,B06,"1A5 & 2, 20 cycles",28.67141151,565.2595438,NA,P2,4064906128,STP_P2,Dual-031,Pool_08_AC
MH-13-AC_HT03032011-1,NS2,MH-13-AC,D04,"1A5 & 2, 20 cycles",30.06783867,193.3761302,NA,P2,4064905559,STP_P2,Dual-031,Pool_08_AC
MH-09-AC_HT03032012-6,NS2,MH-09-AC,H02,"1A5 & 2, 15 cycles",26.2812252,2893.123038,NA,P3,4064906148,STP_P3,Dual-025,Pool_06_AC
MH-12-AC_HT03042011-3,NS2,MH-12-AC,E07,"1A5 & 2, 15 cycles",23.64085579,12036.98099,NA,P2,4064905422,STP_P2,Dual-032,Pool_07_AC
MH-09-AC_HT03052012-2,NS2,MH-09-AC,B08,"1A5 & 2, 15 cycles",23.52237511,17278.34255,NA,P3,4064905790,STP_P3,Dual-025,Pool_06_AC
MH-13-AC_HT03052012-4,NS2,MH-13-AC,E05,"1A5 & 2, 20 cycles",29.39130783,385.8522377,NA,P3,4064905935,STP_P3,Dual-031,Pool_08_AC
MH-05-AC_HT03052013-11,NS2,MH-05-AC,F01,"1A5 & 2, 20 cycles",39.62782288,0.436770042,NA,P5,4064905907,STP_P5,Dual-022,Pool_04_AC
MH-09-AC_HT03062011-12,NS2,MH-09-AC,H07,"1A5 & 2, 15 cycles",23.67115974,15690.80234,NA,P3,4064905940,STP_P3,Dual-025,Pool_06_AC
MH-07-AC_HT03062013-11,NS2,MH-07-AC,D06,"1A5 & 2, 15 cycles",22.44774818,27505.81372,NA,P5,4064905680,STP_P5,Dual-027,Pool_05_AC
MH-06-AC_HT03062013-14,NS2,MH-06-AC,E06,"1A5 & 2, 15 cycles",25.57928467,3669.820021,NA,P5,4064905845,STP_P5,Dual-023,Pool_05_AC
MH-05-AC_HT03062013-27,NS2,MH-05-AC,A07,"1A5 & 2, 20 cycles",28.47183609,570.9845634,NA,P5,4064905613,STP_P5,Dual-022,Pool_04_AC
MH-06-AC_HT03072013-1,NS2,MH-06-AC,H04,"1A5 & 2, 15 cycles",26.37524223,2199.367628,NA,P5,4064905965,STP_P5,Dual-023,Pool_05_AC
MH-07-AC_HT03072013-2,NS2,MH-07-AC,B05,"1A5 & 2, 15 cycles",23.27170563,16190.33848,NA,P5,4064905676,STP_P5,Dual-027,Pool_05_AC
MH-06-AC_HT03072013-5,NS2,MH-06-AC,H01,"1A5 & 2, 15 cycles",27.23663712,1263.779453,NA,P5,4064905635,STP_P5,Dual-023,Pool_05_AC
MH-08-AC_HT03082012-3,NS2,MH-08-AC,B05,"1A5 & 2, 15 cycles",24.00352097,7190.323592,NA,P4,4064906025,STP_P4,Dual-024,Pool_06_AC
MH-08-AC_HT03082012-4,NS2,MH-08-AC,A06,"1A5 & 2, 15 cycles",23.43647385,10448.16717,NA,P4,4064905489,STP_P4,Dual-024,Pool_06_AC
MH-06-AC_HT03102013-1,NS2,MH-06-AC,E03,"1A5 & 2, 15 cycles",26.50641441,1754.574165,NA,P6,4064905944,STP_P6,Dual-023,Pool_05_AC
MH-11-AC_HT03112010-3,NS2,MH-11-AC,B05,"1A5 & 2, 20 cycles",27.44335938,1174.822842,NA,P1,4064905837,STP_P1,Dual-034,Pool_07_AC
MH-13-AC_HT03112012-2,NS2,MH-13-AC,E07,"1A5 & 2, 20 cycles",27.35296822,790.8973935,NA,P4,4064905780,STP_P4,Dual-031,Pool_08_AC
NA,NA,NA,NA,NA,NA,NA,NA,P4,4064905868,STP_P4,NA,NA
MH-05-AC_HT03122013-1,NS2,MH-05-AC,B07,"1A5 & 2, 20 cycles",28.32733917,574.6218177,NA,P6,4064905415,STP_P6,Dual-022,Pool_04_AC
NA,NA,NA,NA,NA,NA,NA,NA,P6,4064905429,STP_P6,NA,NA
MH-13-AC_HT04022011-7,NS2,MH-13-AC,A08,"1A5 & 2, 20 cycles",28.03800201,830.7944122,NA,P2,4064906094,STP_P2,Dual-031,Pool_08_AC
MH-12-AC_HT04032011-2,NS2,MH-12-AC,E12,"1A5 & 2, 15 cycles",20.28386497,92661.34264,NA,P2,4064905562,STP_P2,Dual-032,Pool_07_AC
MH-11-AC_HT04032011-3,NS2,MH-11-AC,F05,"1A5 & 2, 20 cycles",26.87478256,1685.118446,NA,P2,4064905406,STP_P2,Dual-034,Pool_07_AC
MH-07-AC_HT04032013-8,NS2,MH-07-AC,C06,"1A5 & 2, 15 cycles",22.53667068,25451.51776,NA,P5,4064906109,STP_P5,Dual-027,Pool_05_AC
MH-13-AC_HT04042011-7,NS2,MH-13-AC,F06,"1A5 & 2, 20 cycles",28.59342766,592.705269,NA,P2,4064905596,STP_P2,Dual-031,Pool_08_AC
MH-11-AC_HT04062010-4,NS2,MH-11-AC,B04,"1A5 & 2, 20 cycles",28.40523529,642.5748056,NA,P1,4064905657,STP_P1,Dual-034,Pool_07_AC
MH-09-AC_HT04062011-6,NS2,MH-09-AC,D05,"1A5 & 2, 15 cycles",24.94166374,6890.009871,NA,P3,4064905642,STP_P3,Dual-025,Pool_06_AC
