sampleID,Run,Lib_plate,Lib_plate_pos,Lib_condition,qPCR_Ct,qPCR_Quantity,Type,DNA_Plate_No,Micronix,RackID,Index_plate,Lib_pool
M09_HT21022011-01,M09,P04,A08,"1A5 & 2, 15 cycles",22.84,3447.7413,DBS,NA,NA,NA,NA,NA
M09_HT21022011-02,M09,P04,B11,"1A5 & 2, 15 cycles",20.14,14236,DBS,NA,NA,NA,NA,NA
M10_HT21022012-05,M10,P04,D02,"1A5 & 2, 15 cycles",22.52,3257.7,DBS,NA,NA,NA,NA,NA
M09_HT21032011-01,M09,P04,D08,"1A5 & 2, 15 cycles",22.48,3692.1917,DBS,NA,NA,NA,NA,NA
M11_HT21042010-06,M11,P05,H11,"1A5 & 2, 15 cycles",19.11,27933.94078,DBS,NA,NA,NA,NA,NA
M12_HT21072012-02,M12,P06,E07,"1A5 & 2, 20 cycles",29.28,116.0083,DNA,NA,NA,NA,NA,NA
M09_HT21092011-01,M09,P04,D07,"1A5 & 2, 15 cycles",23.21,2265.7724,DNA,NA,NA,NA,NA,NA
M12_HT21092012-03,M12,P06,H08,"1A5 & 2, 20 cycles",28.58,173.8664,DNA,NA,NA,NA,NA,NA
M13_HT21112012-01,M13,P07,H09,"1A5 & 2, 20 cycles",31.17,38.7649,DNA,NA,NA,NA,NA,NA
M15_HT21112012-01,M15,P11,D04,"1A5 & 2, 20 cycles",31.17,38.7649,DNA,NA,NA,NA,NA,NA
M13_HT22012013-05,M13,P07,C09,"1A5 & 2, 20 cycles",30.61,34.6,DNA,NA,NA,NA,NA,NA
M13_HT22012013-09,M13,P07,B05,"1A5 & 2, 20 cycles",26.38,369.8,DNA,NA,NA,NA,NA,NA
M14_HT22012013-09,M14,P10,G07,"1A5 & 2, 15 cycles",26.38,369.8,DNA,NA,NA,NA,NA,NA
M13_HT22012013-10,M13,P07,F05,"1A5 & 2, 20 cycles",25.98,462.6,DNA,NA,NA,NA,NA,NA
M04_HT22012013-12,M04,NA,NA,"1AB & 2, 10 cycles",24.01,1323.8,DBS,NA,NA,NA,NA,NA
M10_HT22032012-02,M10,P04,C01,"1A5 & 2, 15 cycles",23.74,1305.234329,DBS,NA,NA,NA,NA,NA
M10_HT22032013-02,M10,P03,B09,"1A5 & 2, 15 cycles",22.26,4529.9508,DBS,NA,NA,NA,NA,NA
M10_HT22032013-11,M10,P03,D08,"1A5 & 2, 15 cycles",22.37,3178.75705,DBS,NA,NA,NA,NA,NA
M10_HT22042013-20,M10,P03,H11,"1A5 & 2, 15 cycles",19,34890.1295,DBS,NA,NA,NA,NA,NA
M10_HT22052012-10,M10,P04,F05,"1A5 & 2, 15 cycles",18.25,40272.508,DBS,NA,NA,NA,NA,NA
M12_HT22072012-01,M12,P06,E10,"1A5 & 2, 20 cycles",27.24,377.2333,DNA,NA,NA,NA,NA,NA
M13_HT22122012-05,M13,P07,A05,"1A5 & 2, 20 cycles",26.44,341.4549,DNA,NA,NA,NA,NA,NA
M15_HT22122012-06,M15,P11,G05,"1A5 & 2, 20 cycles",29.08,72.7072,DNA,NA,NA,NA,NA,NA
M12_HT22122012-07,M12,P06,B10,"1A5 & 2, 20 cycles",26.61,309.0839,DNA,NA,NA,NA,NA,NA
M12_HT23012013-01,M12,P06,A11,"1A5 & 2, 20 cycles",26.16,418.3,DNA,NA,NA,NA,NA,NA
M13_HT23012013-02,M13,P07,C03,"1A5 & 2, 20 cycles",28.58,107.9,DNA,NA,NA,NA,NA,NA
M10_HT23022012-02,M10,P04,D06,"1A5 & 2, 15 cycles",17.31,82217,DBS,NA,NA,NA,NA,NA
M14_HT23022012-02,M14,P10,F03,"1A5 & 2, 15 cycles",17.31,82217,DBS,NA,NA,NA,NA,NA
M10_HT23022012-04,M10,P04,C03,"1A5 & 2, 15 cycles",21.46,7131.5302,DBS,NA,NA,NA,NA,NA
M15_HT23022012-06,M15,P11,C05,"1A5 & 2, 20 cycles",29.25,50.33,DBS,NA,NA,NA,NA,NA
M11_HT23032010-01,M11,P05,G09,"1A5 & 2, 15 cycles",21.1,7254.533338,DBS,NA,NA,NA,NA,NA
M10_HT23032012-01,M10,P04,E06,"1A5 & 2, 15 cycles",17.3,85673.05306,DBS,NA,NA,NA,NA,NA
M10_HT23042013-11,M10,P03,E07,"1A5 & 2, 15 cycles",23.59,1803.6798,DBS,NA,NA,NA,NA,NA
M13_HT23072012-02,M13,P07,H01,"1A5 & 2, 20 cycles",32.22,21.1307,DNA,NA,NA,NA,NA,NA
M11_HT23092011-02,M11,P05,D10,"1A5 & 2, 15 cycles",20.62,10333.5457,DNA,NA,NA,NA,NA,NA
M12_HT23112012-01,M12,P06,A07,"1A5 & 2, 20 cycles",29.52,101.1973,DNA,NA,NA,NA,NA,NA
M09_HT24012011-01,M09,P04,C12,"1A5 & 2, 15 cycles",19.17,25967,DBS,NA,NA,NA,NA,NA
M13_HT24012013-02,M13,P07,G07,"1A5 & 2, 20 cycles",31.98,16.1,DNA,NA,NA,NA,NA,NA
M09_HT24032011-02,M09,P04,A12,"1A5 & 2, 15 cycles",19.46,25927.9377,DBS,NA,NA,NA,NA,NA
M10_HT24032013-02,M10,P03,B11,"1A5 & 2, 15 cycles",20.21,12934.15762,DBS,NA,NA,NA,NA,NA
M11_HT24042010-02,M11,P05,G07,"1A5 & 2, 15 cycles",23.47,1658.404917,DBS,NA,NA,NA,NA,NA
M11_HT24042010-04,M11,P05,F09,"1A5 & 2, 15 cycles",21.33,6632.230848,DBS,NA,NA,NA,NA,NA
M14_HT24042013-02,M14,P10,D02,"1A5 & 2, 15 cycles",23.08,2491.4881,DBS,NA,NA,NA,NA,NA
M12_HT24092011-01,M12,P06,E11,"1A5 & 2, 20 cycles",25.4,628.0068,DNA,NA,NA,NA,NA,NA
M11_HT24092011-02,M11,P05,C07,"1A5 & 2, 15 cycles",24.19,1276.0051,DNA,NA,NA,NA,NA,NA
M09_HT25012013-08,M09,P03,G05,"1A5 & 2, 15 cycles",19.25,28495.4,DBS,NA,NA,NA,NA,NA
M04_HT25022011-03,M04,NA,NA,"1AB & 2, 11 cycles",21.86,4903.7,DBS,NA,NA,NA,NA,NA
M10_HT25032013-01,M10,P03,C07,"1A5 & 2, 15 cycles",24.36,1179.74,DBS,NA,NA,NA,NA,NA
M12_HT25042010-01,M12,P06,C12,"1A5 & 2, 20 cycles",24.82,783.38,DBS,NA,NA,NA,NA,NA
M10_HT25042012-03,M10,P04,B05,"1A5 & 2, 15 cycles",19.18,31063.4658,DBS,NA,NA,NA,NA,NA
M03_HT25082010-02,M03,NA,NA,"1AB & 2, 10 cycles",19.09,52946,DNA,NA,NA,NA,NA,NA
M15_HT25092012-01,M15,P11,F05,"1A5 & 2, 20 cycles",30.86,46.4171,DNA,NA,NA,NA,NA,NA
M15_HT25092012-02,M15,P11,G03,"1A5 & 2, 20 cycles",31.61,30.0155,DNA,NA,NA,NA,NA,NA
M09_HT26012011-01,M09,P04,G09,"1A5 & 2, 15 cycles",21.86,6758.0121,DBS,NA,NA,NA,NA,NA
M13_HT26012013-04,M13,P07,B08,"1A5 & 2, 20 cycles",31.58,20.1,DNA,NA,NA,NA,NA,NA
M10_HT26022012-09,M10,P04,A06,"1A5 & 2, 15 cycles",17.42,76800,DBS,NA,NA,NA,NA,NA
M10_HT26032012-01,M10,P04,A03,"1A5 & 2, 15 cycles",22.09,5051.1998,DBS,NA,NA,NA,NA,NA
M11_HT26042010-01,M11,P05,E10,"1A5 & 2, 15 cycles",20.44,11803.51216,DBS,NA,NA,NA,NA,NA
M12_HT26092011-01,M12,P06,G11,"1A5 & 2, 20 cycles",25.35,646.6764,DNA,NA,NA,NA,NA,NA
M11_HT26092011-02,M11,P05,E07,"1A5 & 2, 15 cycles",24.03,1401.4089,DNA,NA,NA,NA,NA,NA
M13_HT27012013-04,M13,P07,E09,"1A5 & 2, 20 cycles",30.46,37.7,DNA,NA,NA,NA,NA,NA
M10_HT27022013-05,M10,P03,H09,"1A5 & 2, 15 cycles",21.5,6678.8,DBS,NA,NA,NA,NA,NA
M11_HT27042010-04,M11,P05,H07,"1A5 & 2, 15 cycles",23.55,1720.8,DBS,NA,NA,NA,NA,NA
M11_HT27042010-06,M11,P05,F11,"1A5 & 2, 15 cycles",19.43,22704.82419,DBS,NA,NA,NA,NA,NA
M13_HT27072012-03,M13,P07,A09,"1A5 & 2, 20 cycles",31.84,26.3971,DNA,NA,NA,NA,NA,NA
M11_HT27092010-01,M11,P05,A08,"1A5 & 2, 15 cycles",23.16,2057.826349,DNA,NA,NA,NA,NA,NA
M12_HT27092011-01,M12,P06,G12,"1A5 & 2, 20 cycles",24.7,946.4146,DNA,NA,NA,NA,NA,NA
M09_HT28012011-01,M09,P04,D12,"1A5 & 2, 15 cycles",18.36,42894,DBS,NA,NA,NA,NA,NA
M14_HT28012011-01,M14,P10,F07,"1A5 & 2, 15 cycles",18.36,42894,DBS,NA,NA,NA,NA,NA
M10_HT28012013-02,M10,P03,G08,"1A5 & 2, 15 cycles",22.23,4171.3,DBS,NA,NA,NA,NA,NA
M13_HT28012013-03,M13,P07,E06,"1A5 & 2, 20 cycles",24.98,809.7,DNA,NA,NA,NA,NA,NA
M10_HT28022012-02,M10,P04,F04,"1A5 & 2, 15 cycles",19.08,27456,DBS,NA,NA,NA,NA,NA
M11_HT28032010-03,M11,P05,C10,"1A5 & 2, 15 cycles",21.29,9995.8804,DBS,NA,NA,NA,NA,NA
M11_HT28042010-01,M11,P05,B10,"1A5 & 2, 15 cycles",20.89,8819.195567,DBS,NA,NA,NA,NA,NA
M14_HT28062010-01,M14,P10,H06,"1A5 & 2, 15 cycles",22.29,3973.5516,DBS,NA,NA,NA,NA,NA
M13_HT28072012-02,M13,P07,A06,"1A5 & 2, 20 cycles",26.33,638.9717,DNA,NA,NA,NA,NA,NA
M12_HT28092010-01,M12,P06,H10,"1A5 & 2, 20 cycles",25.75,413.0925743,DNA,NA,NA,NA,NA,NA
M12_HT28092010-02,M12,P06,D12,"1A5 & 2, 20 cycles",24.63,827.1971831,DNA,NA,NA,NA,NA,NA
M13_HT28092011-02,M13,P07,G04,"1A5 & 2, 20 cycles",26.66,300.1606,DNA,NA,NA,NA,NA,NA
M11_HT28092011-03,M11,P05,F08,"1A5 & 2, 15 cycles",22.86,2781.4727,DNA,NA,NA,NA,NA,NA
M13_HT28092012-04,M13,P07,C10,"1A5 & 2, 20 cycles",30.94,44.4713,DNA,NA,NA,NA,NA,NA
M13_HT28112012-01,M13,P07,D04,"1A5 & 2, 20 cycles",27.26,211.1942,DNA,NA,NA,NA,NA,NA
M13_HT28112012-02,M13,P07,A04,"1A5 & 2, 20 cycles",27.52,181.3528,DNA,NA,NA,NA,NA,NA
M09_HT29012011-03,M09,P04,H11,"1A5 & 2, 15 cycles",19.9,20546.7654,DBS,NA,NA,NA,NA,NA
M09_HT29012011-06,M09,P04,D10,"1A5 & 2, 15 cycles",20.45,11748,DBS,NA,NA,NA,NA,NA
M14_HT29012011-06,M14,P10,D07,"1A5 & 2, 15 cycles",20.45,11748,DBS,NA,NA,NA,NA,NA
M13_HT29012013-05,M13,P07,G05,"1A5 & 2, 20 cycles",25.44,526.5,DBS,NA,NA,NA,NA,NA
M14_HT29012013-05,M14,P10,B10,"1A5 & 2, 15 cycles",25.44,526.5,DBS,NA,NA,NA,NA,NA
M10_HT29022012-03,M10,P04,B04,"1A5 & 2, 15 cycles",20.11,14503,DBS,NA,NA,NA,NA,NA
M12_HT29032010-01,M12,P06,G09,"1A5 & 2, 20 cycles",26.18,286.6711352,DBS,NA,NA,NA,NA,NA
M10_HT29032012-02,M10,P04,E05,"1A5 & 2, 15 cycles",19.08,34745.735,DBS,NA,NA,NA,NA,NA
M14_HT29032012-02,M14,P10,A09,"1A5 & 2, 15 cycles",19.08,34745.735,DBS,NA,NA,NA,NA,NA
M14_HT29062010-01,M14,P10,B01,"1A5 & 2, 15 cycles",17.83,55417.759,DBS,NA,NA,NA,NA,NA
M13_HT29082012-03,M13,P07,C05,"1A5 & 2, 20 cycles",27.17,393.1346,DNA,NA,NA,NA,NA,NA
M15_HT29122012-07,M15,P11,A06,"1A5 & 2, 20 cycles",30.04,41.4288,DNA,NA,NA,NA,NA,NA
M09_HT30012011-01,M09,P04,E08,"1A5 & 2, 15 cycles",22.22,3726.559132,DBS,NA,NA,NA,NA,NA
M11_HT30032010-01,M11,P05,C09,"1A5 & 2, 15 cycles",22.06,5890.7299,DBS,NA,NA,NA,NA,NA
M11_HT30042010-03,M11,P05,H12,"1A5 & 2, 15 cycles",17.85,63177.52204,DBS,NA,NA,NA,NA,NA
M11_HT30042010-06,M11,P05,B08,"1A5 & 2, 15 cycles",23.06,2331.3,DBS,NA,NA,NA,NA,NA
M11_HT30042010-10,M11,P05,B11,"1A5 & 2, 15 cycles",20.11,14616.32718,DBS,NA,NA,NA,NA,NA
M13_HT31012013-04,M13,P07,C04,"1A5 & 2, 20 cycles",27.44,204.3,DNA,NA,NA,NA,NA,NA
M12_HT31072012-01,M12,P06,B12,"1A5 & 2, 20 cycles",26.16,707.5709,DNA,NA,NA,NA,NA,NA
M13_HT31082010-01,M13,P07,C11,"1A5 & 2, 20 cycles",28.92,57.87889003,DNA,NA,NA,NA,NA,NA
M07_NC-A01,M07,P01,A01,"1AB & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M07_NC-B06,M07,P01,B06,"1AB & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M07_NC-C02,M07,P01,C02,"1AB & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M07_NC-D05,M07,P01,D05,"1AB & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M07_NC-E03,M07,P01,E03,"1AB & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M07_PC-G04,M07,P01,G04,"1AB & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M08_NC1,M08,P02,A01,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M08_NC10,M08,P02,B12,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M08_NC2,M08,P02,C02,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M08_NC3,M08,P02,E03,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M08_NC4,M08,P02,D05,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M08_NC5,M08,P02,B06,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M08_NC6,M08,P02,A07,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M08_NC7,M08,P02,C08,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M08_NC8,M08,P02,E09,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M08_NC9,M08,P02,D11,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M08_PC1,M08,P02,G04,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M08_PC2,M08,P02,G10,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M09_NC1,M09,P03,A01,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M09_NC10,M09,P04,B12,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M09_NC2,M09,P03,C02,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M09_NC3,M09,P03,E03,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M09_NC4,M09,P03,D05,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M09_NC5,M09,P03,B06,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M09_NC6,M09,P04,A07,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M09_NC7,M09,P04,C08,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M09_NC8,M09,P04,E09,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M09_NC9,M09,P04,D11,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M09_PC1,M09,P03,G04,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M09_PC2,M09,P04,G10,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M10_NC1,M10,P03,A07,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M10_NC2,M10,P03,C08,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M10_NC3,M10,P03,E09,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M10_NC4,M10,P03,D11,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M10_NC5,M10,P04,A01,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M10_NC6,M10,P04,C02,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M10_NC7,M10,P04,E03,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M10_NC8,M10,P04,D05,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M10_NC9,M10,P04,B06,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M10_PC1,M10,P03,G10,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M10_PC2,M10,P03,B12,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M10_PC3,M10,P04,G04,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M11_NC1,M11,P05,A07,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M11_NC2,M11,P05,C08,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M11_NC3,M11,P05,E09,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M11_NC4,M11,P05,D11,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M11_PC1,M11,P05,G10,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M11_PC2,M11,P05,B12,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M12_NC1,M12,P06,A01,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M12_NC2,M12,P06,C02,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M12_NC3,M12,P06,E03,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M12_NC4,M12,P06,D05,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M12_NC5,M12,P06,G07,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M12_NC6,M12,P06,D09,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M12_NC7,M12,P06,F10,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M12_NC8,M12,P06,C11,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M12_PC1,M12,P06,G04,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M12_PC2,M12,P06,B06,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M12_PC3,M12,P06,B08,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M12_PC4,M12,P06,E12,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M13_NC1,M13,P07,C01,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M13_NC2,M13,P07,G03,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M13_NC3,M13,P07,B04,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M13_NC4,M13,P07,F06,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M13_NC5,M13,P07,B07,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M13_NC6,M13,P07,F09,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M13_NC7,M13,P07,H10,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M13_NC8,M13,P07,E11,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M13_PC1,M13,P07,E02,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M13_PC2,M13,P07,D05,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M13_PC3,M13,P07,D08,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M13_PC4,M13,P07,C12,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M14_NC1,M14,P10,E01,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M14_NC2,M14,P10,B02,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M14_NC3,M14,P10,G03,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M14_NC4,M14,P10,C04,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M14_NC5,M14,P10,D06,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M14_NC6,M14,P10,C07,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M14_NC7,M14,P10,F08,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M14_NC8,M14,P10,B09,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M14_PC,M14,P10,F05,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M14_PC2,M14,P10,D10,"1A5 & 2, 15 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M15_NC1,M15,P11,D01,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M15_NC2,M15,P11,B03,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M15_NC3,M15,P11,E04,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M15_NC4,M15,P11,H05,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M15_NC5,M15,P11,C06,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M15_NC6,M15,P08,G06,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M15_PC,M15,P11,G02,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
M15_PC2,M15,P08,E05,"1A5 & 2, 20 cycles",NA,NA,NA,NA,NA,NA,NA,NA
MH-03-AC_2005-121,NS1,MH-03-AC,B07,"1A5 & 2, 20 cycles",40.46831131,0.281805657,NA,P9,4064905447,STP_P9,Dual-030,Pool_02_AC
MH-03-AC_2005-123,NS1,MH-03-AC,G07,"1A5 & 2, 20 cycles",30.92355728,148.7949788,NA,P9,4064906164,STP_P9,Dual-030,Pool_02_AC
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064905641,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064905463,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064906186,STP_P9,NA,NA
MH-03-AC_2005-200,NS1,MH-03-AC,H07,"1A5 & 2, 20 cycles",24.98878288,3548.716107,NA,P9,4064905347,STP_P9,Dual-030,Pool_02_AC
MH-03-AC_2005-203,NS1,MH-03-AC,A08,"1A5 & 2, 20 cycles",25.33823204,5831.775904,NA,P9,4064905994,STP_P9,Dual-030,Pool_02_AC
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064906005,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064906271,STP_P9,NA,NA
MH-03-AC_2005-229,NS1,MH-03-AC,B08,"1A5 & 2, 20 cycles",25.2718792,6091.552036,NA,P9,4064906147,STP_P9,Dual-030,Pool_02_AC
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064906134,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064906074,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064906079,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064906184,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064906065,STP_P9,NA,NA
MH-03-AC_2005-271,NS1,MH-03-AC,D07,"1A5 & 2, 20 cycles",32.94639206,39.40716472,NA,P9,4064906257,STP_P9,Dual-030,Pool_02_AC
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064906132,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064905702,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064905922,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064905797,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064905778,STP_P9,NA,NA
MH-03-AC_2007-15,NS1,MH-03-AC,A07,"1A5 & 2, 20 cycles",40.47071457,0.078974941,NA,P9,4064905915,STP_P9,Dual-030,Pool_02_AC
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064906145,STP_P9,NA,NA
MH-03-AC_2007-1a,NS1,MH-03-AC,E07,"1A5 & 2, 20 cycles",31.90103531,78.30020993,NA,P9,4064906177,STP_P9,Dual-030,Pool_02_AC
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064906179,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064906006,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064905933,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064905919,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064905879,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064905721,STP_P9,NA,NA
MH-03-AC_2007-32,NS1,MH-03-AC,C07,"1A5 & 2, 20 cycles",38.94859695,0.764623826,NA,P9,4064906123,STP_P9,Dual-030,Pool_02_AC
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064905916,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064906024,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064905758,STP_P9,NA,NA
MH-03-AC_2007-3a,NS1,MH-03-AC,F07,"1A5 & 2, 20 cycles",31.20568466,123.6264832,NA,P9,4064905727,STP_P9,Dual-030,Pool_02_AC
MH-03-AC_2007-5a,NS1,MH-03-AC,D08,"1A5 & 2, 20 cycles",22.49711609,37690.19658,NA,P9,4064906091,STP_P9,Dual-030,Pool_02_AC
MH-03-AC_2007-7a,NS1,MH-03-AC,C08,"1A5 & 2, 20 cycles",23.96603012,14362.20306,NA,P9,4064905649,STP_P9,Dual-030,Pool_02_AC
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064905925,STP_P9,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,P9,4064905759,STP_P9,NA,NA
